,0,1,2,3,4,5,6,7,8,9,10
0,0.851392452762856,1.209053697291801,0.4000003449164131,0.7310243919329265,0.9509245859241084,0.569174285484334,0.5632673970980122,1.0330388314877874,0.6790185525683855,1.074115061357984,1.0958020671075945
