,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,0.8603161370024001,0.7826370790245147,0.909176656885971,0.8442958758359043,0.8871245669277255,0.8471567449943084,1.1711940547825355,1.17902847532476,1.190082812767112,1.200514155080584,1.2740590639766993,0.9384548317963546,1.2246976967343324,1.050384610324614,1.1567343426069632,1.1460894063352534,1.2010273494374584,1.122011900142672,1.068557095249837,0.9942927788042191,1.210740897185449,1.1371134920706936,1.0486323144327576,1.0608833256346117,1.231238041907618,1.1439101742061122,1.0124903296899224,1.1565558402241607,1.2212039334835896,1.2052544924151731,1.1985192641645699,1.1944593591229853,1.1449128757781315,1.1148112750856816,1.201758657383535,1.2162398886336099,1.1866937164383493,1.1147867795070407,1.129789867730524,1.203883358057785,1.1030318648131714,1.1318852420200565,1.1482070936547975,1.1313321206096252,1.1509811631780233,1.0367160847556214,1.1497204669955896,1.0615993812219853,1.1365293699229493,1.140470181409175,1.2073189680524123,1.0526242078573005,0.9942383798886463,1.1255735154083095,0.9404492826983077,0.9009373407848271,0.9481756067104367,0.8438659448456787,1.0650964153774196,0.8059257284108534,1.0129128910219147,1.0965609686264104,1.1044250624949996,1.192192714971175,1.160598646727478,1.1301666075334893,1.1174557982787183,1.1510924624685266,1.1819062567999397,1.1107072518658452,1.0904070358954137,1.1744157403164381,1.1283827219384561,1.057639269711762,1.1850655437004298,0.9979787421224077,1.1972212478190256,0.8805647253390023,1.1494766738029731,1.1843599245933556,1.2630947968903823,1.1514155288677577,1.2828601782475726,0.96612552614797,1.189987442768174,1.2472086124445245,1.248032184866445,1.2773748233884903,1.2408777375162545,1.2805426899256673,1.2531900854225526,1.2353099628485085,1.2246617925753283,1.1824569210779743,1.2488281142830033,1.2049063677008611,1.2196314038654184,1.2630745128912308,1.1243433326997292,1.2063519180587514,1.1637895026709772
