,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
0,0.663223752076229,1.1281942012698882,0.8392451272866364,0.11559782388340134,1.004986940235523,1.0196605699712573,1.0801930447900177,1.0394054337371565,1.2250580471464385,1.0446607352466786,1.5922324683538238,1.6225347255736335,0.9410626833475944,0.5612791368038765,1.366442443767899,1.574797685054013,0.6441411143432119,0.4819448409788599,1.0118897613331421,1.0154569092229566,1.3325389552591154,1.335827385809419,1.5264371509978252,1.4829278699326387,1.0417960823302137,1.2691177908971283,1.0248117182935992,1.3709153446204412,1.1650210466945319,0.9731104801234123,1.2861337612354744,1.4997852324319672,1.4952547834380463,1.0734591315692086,1.4659771429108024,1.2681402667804256,1.2916992232371802,1.3787862188981324,1.5339625189962085,1.2657105195679186,1.3694316727223712,1.4779582755138867,1.5763305406164334,1.4685811466483478,1.5701716919738233,1.5745708705945138,1.1950144144799781,1.4756145220777817,1.3508060167078737,1.7578940667486689,1.5422696787390509,1.7796277682731743,1.614870964181471,1.6729826045946865,1.6895716884561631,0.5463817421570037,1.824840192262677,1.9020281444042717,1.582713436516772,1.316209509439034,1.892837446951125,1.977746882758363,1.9450475670886462,1.728614806093082,1.4859994045487217,1.894816426500466,1.7937220085253034,0.785736142928251,1.3635631572441835,1.7176113459961329,1.7219823313837033,1.3925146532610766,1.427085855081235,1.453251344260229,1.4756120191807516,1.8101253883912136,1.1580533821559738,1.3854940972757306,1.5929562989154258,1.004774851133012,1.84341699917075
