,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
0,1.1898469267845697,1.2074145226905582,1.2296059461199005,1.421981794697567,1.1083145743776766,1.0467820660324136,1.2076022645700468,1.408490992967638,1.3407943996776681,1.3137036922710328,1.28440672929394,1.4187635162615861,1.4786028905858897,1.509758706573281,1.5771847195112292,1.6035655583395823,1.6764047770311512,1.6754172437103971,1.720216533183586,1.7132165903751355,1.7090942743297357,1.754114432342619,1.6119343506449009,1.5027316620449809,1.3073926884504319,1.2366531127887535,1.5706542690502046,1.6179084914849198,0.4962281343288836,1.4191379296289153,1.0103797308027676,1.7193858278807643,1.6441726121861364,1.62093260247584,1.7321960971051973,1.600877867276918,1.7624667165430865,1.7663447730254915,1.809602137020615,1.7536008102799079,1.7065060722093903,1.5198377318942597,1.6381475158734977,1.7706633280115167,1.7459306909806718,1.5030308307853482,1.655813450665888,1.7388523733680321,1.7116447915634583,1.5980567818255622,1.5596316854444257,1.1536561950196331,1.4146938025543125,1.5107088611084678,1.4904552503611708,1.6430286498456657,1.7151635590241996,1.4502483961255463,1.8286612377090123,1.7953552506222568,1.639882670248395,1.7499196709808662,1.8218601935079555,1.73925800201331,1.5981574661218945,1.7616854561905777,1.7511265221516537,1.7671361636484582,1.7005533572488631,1.6494954602925542,1.6289043293802603,1.423789704420199,1.4803876039762698,1.589595885180263,1.413042334524073,1.0876569584464122,1.3052211765566781,1.45783728623653,1.7020974403811528,1.6351065737623869,1.6449476952210556
