,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
0,1.219901180487934,0.06718817511729379,0.5299887926304182,0.8323368946624286,0.8740068384884417,0.9297187275137062,0.1599471416753079,0.3340918607836927,1.219901180487934,0.10753520572674646,1.241650418357947,1.339723050242914,0.09961667458232669,0.8496177409856063,0.03813027436797224,1.4332551654961239,1.4332551654961239,1.0136351527563439,1.4115143156591987,0.3268538226024842,1.1018745959478458,0.3059342013072497,0.999326332015144,0.06566522053627241,1.4332551654961239,0.09140769048137977,0.5974514929707091,0.03351833721556621,0.2802630686036266,0.04270072904228639,0.3592339508558431,0.7737537425699065,1.4332551654961239,1.133492598103198,1.4410344359401535,1.2891504629583366,1.300904959406282,0.02900428764977006,0.36556402347763933,1.2381605312442967,1.4410344359401535,1.433635086939854,1.3947948608006744,0.10085499021462771,1.3284713180204868,1.240455522631196,0.31964695934501874,0.7631985824829728,1.4410344359401535,1.458191019628461,0.989706365547365,0.6248359175364445,0.26353941379383383,1.408156993018859,1.2629540102730927,1.2399137589483624,1.458191019628461,0.4935441930892769,1.2444472731075975,1.3626586000918097,0.8110665707502502,1.264135706123279,1.3603093253619236,1.413407000496936,1.458191019628461,1.341111823415656,1.3259979304957912,1.2296130632292828,1.4201046202723853,1.110291665491475,0.8553131296237269,0.6894294630566433,1.458191019628461,1.5119328092103148,1.3981116077019868,1.2321776399339115,0.39121324743789604,1.0576932662404648,1.3178704228427387,0.9622294041187598,1.5119328092103148,1.4391266218898897,1.1400289282576124,1.3377487704178612,1.1855231269615198,1.324301239377601,1.0347555579571646,1.2864134150591395
