,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,0.17233003567570093,1.1576939915528446,0.21569448873179553,0.34872371197611246,0.1299771943127097,0.17815484912726465,0.8700217327175951,0.8598295406421692,0.6310404671539176,0.4938987044432753,0.23549783182491418,0.5751916354542632,0.28175899845938324,0.39838856565733927,0.20255861884805018,0.603065860737489,0.7153541295163983,0.3684280469246987,0.1778838325854642,1.0377248290396732,0.42963389047768846,0.913954573873081,0.3612423720095897,0.3773040607411071,0.36646477555602314,0.4408094819025552,0.297905961115369,0.3150372196207871,0.5228871345423769,0.8966122832845735,0.24671954273090588,0.45981603667503,0.4800260706438959,0.281418325195069,0.14683240457908633,0.18706746206688882,0.758229177933826,0.14955452722434923,1.3181106144004617,0.496530399143874,0.7775331994914931,0.3523363301159479,0.3112637939175135,0.48862092637073634,1.0104671421521134,0.43062272299691823,1.0679616267317296,1.2769254511010415,1.4807458203393051,1.2472128289105555,0.5320972313027986,0.23464901509569197,1.4294987851502527,1.3829060685565107,1.3713916544299076,1.4056736482213792,1.3790277605661092,1.4375574601114023,1.4640457603672332,1.3236247548870042,1.071705755385358,1.4037051586271434,1.3038271793337088,1.287941162313353,1.3775207020723665,1.3557822246075373,1.128072555813866,1.2565489123418123,1.421835113325888,1.1729789737038547,1.3803560125277148,1.339176609155884,1.3442399776632272,1.352113881722782,1.3769132429061908,1.36732440926796,1.3073452265628855,1.4084284835279237,1.4452659139300286,1.419493024904967,1.4069066237146646,1.4441517914666941,1.4055850160028338,1.4039703854212708,1.4190383278419267,1.425926649094507,1.3250491793343127,1.4213102424379418,1.40664431053589,1.3037687829831472,1.3004111238058136,1.417246134323285,1.3424439324133608,1.3438480430949757,1.3805082393719958,1.3381925018834604,1.3091961013557118,1.237644508182639,0.9420065848023187,1.2302787115637899,1.264264991146896
