,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.2894554097508151,0.2759862655852624,0.2741745681786712,0.33332175878114795,0.20920088502210937,0.24439834033825117,0.2780181933333603,0.25021146492635926,0.33332175878114795,0.2207093251221507,0.2779881896278896,0.29581609869789466,0.3239978778314365,0.2676807197642033,0.246595473813706,0.25243899437627537
